0.0000,0.9944,0.0028,0.0028,0.0028,0.0028,0.0000,0.0000,0.0000,0.0083,0.9972,0.9972,0.0111,0.9917,0.9944,0.9972,0.0000,0.9972,0.9972,1
0.0028,0.0028,0.9833,0.0000,0.0083,0.0056,0.9972,0.9972,0.0000,0.9917,0.0056,0.0028,0.0056,0.9972,0.9917,0.0028,0.0028,0.0000,0.0028,1
0.0000,0.0000,0.0000,0.9972,0.9944,0.9972,0.0028,0.0000,0.9972,0.0000,0.9972,0.0028,0.9972,0.0000,0.0028,0.9972,0.0028,0.0000,0.9972,1
0.0028,0.0056,0.0000,0.9972,0.0000,0.9972,0.9972,0.0000,0.0000,0.0000,0.0000,0.0139,0.0028,0.0000,0.0000,0.0000,0.0000,0.0000,0.9972,1
0.0000,0.0000,0.0028,0.0000,0.0000,0.0000,0.0028,0.0000,0.9972,0.9972,0.9972,0.0000,0.0028,0.0000,0.0028,0.0028,0.0000,0.9972,0.9972,1
0.0000,0.0056,0.0028,0.0000,0.0000,0.0028,0.9972,0.0028,0.0000,0.0000,0.0000,0.9972,0.0028,0.0056,0.0028,0.0056,0.9944,0.0056,0.9944,1
0.0000,0.0000,0.9944,0.0000,0.0056,0.0000,0.0000,0.0028,0.9917,0.0000,0.0056,0.0056,0.9944,0.0000,0.0028,0.9972,0.0000,0.9944,0.0000,1
0.0028,0.9972,0.0000,0.0000,0.0000,0.0028,0.9944,0.0056,0.9972,0.0028,0.9972,0.0000,0.0000,0.9972,0.0056,0.9917,0.0056,0.0028,0.9944,1
0.0083,0.9944,0.0000,0.0056,0.9972,0.9972,0.0000,0.0028,0.0000,0.0000,0.0056,0.9889,0.0000,0.0083,0.0000,0.9972,0.9944,0.0083,0.9972,1
0.0056,0.0000,0.0028,0.9972,0.0000,0.0028,0.9917,0.0056,0.9972,0.0056,0.9972,0.9861,0.0222,0.9944,0.0000,0.9972,0.9944,0.0056,0.0000,1
0.0000,0.9861,0.0056,0.0083,0.9944,0.0000,0.9972,0.0000,0.0000,0.0056,0.0056,0.9833,0.0083,0.0028,0.9972,0.0028,0.9944,0.9944,0.0083,1
0.9917,0.0000,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.9972,0.0028,0.0028,0.0000,0.9917,0.0056,0.0028,0.9944,0.9972,0.0056,0.0028,1
0.0000,0.0028,0.0056,0.0028,0.9944,0.9972,0.9972,0.0028,0.0028,0.0000,0.0000,0.9972,0.0056,0.9944,0.0028,0.0028,0.0000,0.9944,0.9972,1
0.0083,0.0000,0.0000,0.0000,0.0028,0.9944,0.0000,0.9972,0.0028,0.9972,0.9972,0.0000,0.0028,0.9944,0.9944,0.0111,0.9972,0.9944,0.9667,1
0.9917,0.0000,0.9944,0.0028,0.0083,0.9972,0.9944,0.9972,0.9972,0.0056,0.9972,0.0028,0.0028,0.0056,0.0000,0.0028,0.0000,0.0083,0.0000,1
0.9778,0.9889,0.0028,0.0000,0.9972,0.9972,0.0028,0.0028,0.0028,0.0028,0.9972,0.0000,0.9972,0.0056,0.9944,0.0028,0.0000,0.0056,0.0028,1
0.0333,0.9639,0.9972,0.0111,0.0000,0.0000,0.0000,0.0056,0.0083,0.0056,0.9806,0.0056,0.0194,0.9861,0.9917,0.0028,0.9944,0.9861,0.9972,1
0.9972,0.0028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9972,0.0028,0.0028,0.9972,0.9972,0.0056,0.0000,0.9972,0.0000,0.0028,0.0028,1
0.0000,0.9972,0.0000,0.9972,0.0028,0.0056,0.0000,0.9972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.9972,0.0000,0.0028,0.9917,1
0.0000,0.9917,0.0056,0.0000,0.9972,0.0028,0.0028,0.9944,0.0000,0.0028,0.9972,0.0139,0.9944,0.9944,0.9972,0.0028,0.9972,0.0000,0.0000,1
0.0028,0.0056,0.0000,0.9917,0.0028,0.9917,0.0028,0.0000,0.0056,0.0056,0.9861,0.0056,0.0000,0.0028,0.0028,0.0000,0.9889,0.0056,0.9972,1
0.9972,0.0000,0.0000,0.9917,0.0000,0.0028,0.0111,0.0028,0.9972,0.0028,0.9972,0.0000,0.9972,0.0000,0.0028,0.9972,0.9972,0.9944,0.0056,1
0.0000,0.0000,0.0028,0.0028,0.0000,0.9972,0.9972,0.9972,0.0028,0.9972,0.0000,0.0028,0.0000,0.0000,0.9944,0.0000,0.0083,0.0056,0.0056,1
0.9972,0.0000,0.9944,0.9972,0.9944,0.0028,0.0056,0.0056,0.9972,0.0056,0.0000,0.0000,0.9972,0.0000,0.0028,0.0000,0.0028,0.9972,0.0000,1
0.0056,0.0028,0.0000,0.0000,0.0000,0.9944,0.0000,0.0000,0.9972,0.0000,0.0000,0.0000,0.0000,0.9972,0.0028,0.0000,0.0111,0.9972,0.9944,1
0.0000,0.9944,0.9917,0.0028,0.9944,0.0000,0.0083,0.9917,0.0056,0.0028,0.9972,0.0000,0.0000,0.0056,0.0000,0.0083,0.9944,0.0000,0.0083,1
0.0167,0.9944,0.9972,0.9972,0.0056,0.0028,0.0000,0.0000,0.0000,0.9972,0.0000,0.9917,0.0083,0.0056,0.0028,0.0028,0.0000,0.0056,0.0000,1
0.0028,0.0000,0.9944,0.0028,0.0000,0.0083,0.0000,0.9972,0.0000,0.0056,0.0000,0.0000,0.9944,0.0028,0.9972,0.0000,0.0028,0.0028,0.0056,1
0.9972,0.0028,0.0000,0.0028,0.9972,0.0028,0.0000,0.9972,0.9944,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9972,0.0028,0.0028,1
0.0056,0.9972,0.0028,0.9806,0.0000,0.0000,0.9972,0.0028,0.0028,0.0000,0.0028,0.9944,0.9972,0.0000,0.0083,0.9917,0.0000,0.9972,0.0333,1
0.9833,0.0028,0.0028,0.9944,0.0000,0.0028,0.9972,0.0000,0.0056,0.9972,0.9944,0.0056,0.0056,0.9944,0.0083,0.0083,0.9944,0.0000,0.0000,1
0.0028,0.9972,0.0056,0.0028,0.9972,0.0000,0.0000,0.0056,0.9972,0.9972,0.9972,0.0000,0.0028,0.0056,0.9944,0.0056,0.0000,0.9972,0.0028,1
0.9917,0.9972,0.9972,0.0000,0.0056,0.0000,0.0000,0.9944,0.0000,0.0000,0.9972,0.0028,0.0028,0.0000,0.0000,0.9972,0.0056,0.0000,0.9972,1
0.0000,0.0028,0.0028,0.0000,0.0000,0.9944,0.0000,0.0028,0.0028,0.9972,0.9972,0.9972,0.0000,0.0000,0.0000,0.9944,0.0167,0.9806,0.9833,1
0.0000,0.9972,0.0000,0.0028,0.0000,0.0028,0.0000,0.9944,0.0000,0.0028,0.9944,0.0000,0.0000,0.9944,0.0028,0.0028,0.9944,0.0028,0.0000,1
